FP32 eager b16,FP32 eager b32,FP32 eager b64,FP32 eager b128,FP32 eager b256,FP32 eager b512,FP32 eager b1024,FP32 eager b2048,FP32 eager b4096
29742,34875,58018,65500,95639,104170,190637,298863,478388
29138,35334,56006,66126,82439,105031,169280,340504,435157
29472,36399,58554,65564,96362,120344,189622,296152,476488
29069,35620,56785,66062,97861,109806,194750,329156,595245
29489,34903,57498,61479,97139,108915,185778,347363,542021
34414,35168,62302,78617,96809,102904,160087,341647,502414
30336,39954,57115,73334,94867,104527,185401,333637,514691
29340,35834,56450,72246,95573,105767,163204,318556,466862
29336,35704,56949,71423,100333,104508,177858,314723,482353
29413,35674,56801,71888,97699,108598,173733,348720,621498
29475,35340,58143,72893,98093,104680,185943,395866,550648
29241,36200,57194,71755,94986,107751,319946,242279,482101
30124,35433,56008,78273,98667,107899,163356,226157,488189
29321,35014,58251,73147,96754,104438,150538,281251,467846
29193,35063,57348,74641,112764,104584,182191,332042,469330
29144,35637,56876,77953,99529,108216,153648,316672,607633
29139,35226,57948,72439,96741,104799,160837,347008,577572
28799,34897,56487,71361,96117,106624,149826,343112,525674
29215,35181,56761,71680,87739,107840,148702,349867,525395
30493,35837,58865,73467,97245,106429,148791,319380,494091
29513,36150,57199,77193,99440,108127,141020,328368,452936
29441,35076,57019,71823,99046,120331,145128,331789,577747
29228,34879,61608,72559,97937,107362,140647,353450,548423
29224,35379,58093,71787,105700,126741,149046,336647,513900
30842,35069,66961,73799,104812,116168,158263,415028,461216
31672,35049,58470,72668,98640,106377,143012,244500,511848
31342,34980,57470,71610,97186,127141,152398,228253,602841
30867,35811,55049,72610,98508,125640,137228,261958,555928
31091,35355,58565,73096,118692,127196,142548,269692,493958
30693,34942,56016,72927,97697,121276,143700,332512,468821
30634,34723,58755,71922,97005,123750,149222,358706,466285
42200,39191,56968,78331,98003,130195,146015,355950,553712
29866,35035,57414,83095,91031,125111,145436,331631,632346
29529,35525,57706,71641,107662,127273,147110,326166,560020
29149,34949,57820,87143,97020,126219,147383,330238,480589
29131,34976,57408,73636,100010,135390,146362,341221,472972
29746,35941,57933,79437,97888,133605,162682,317475,473217
29266,35399,58444,71206,96577,128628,150356,332152,443566
30141,35447,58536,72969,87886,112152,159747,318544,598005
29387,35257,55794,67218,99664,133839,280227,411631,563309
29379,35841,56839,72035,97027,132757,199035,244681,511835
29260,35025,59965,75470,95548,126776,203046,208545,476858
30210,34717,59167,61308,98204,125766,209228,261791,530647
29447,35105,59154,77766,97887,127806,165384,264856,508293
30757,36224,57096,67429,107836,129257,197952,297237,627473
29385,35261,58391,61750,96260,125870,188352,283359,542755
29469,35319,55835,66616,96276,124716,207237,340534,473316
29187,34661,57318,74307,99122,131376,221759,327799,541817
29583,36060,58024,73049,98715,124276,192920,322671,586402
29757,35016,58023,65524,97063,128675,183772,323989,551837
29534,34690,58355,61467,97138,124764,178344,330582,616842
30376,34653,65409,60055,97856,130510,184134,313031,555044
30134,40891,64938,66570,97191,128400,189453,344931,500854
29345,35351,99372,62088,88888,123262,171117,316614,470095
29193,35113,60361,65382,95258,128326,194865,321762,461377
29286,34675,57772,76022,100552,123323,184118,403604,487083
29143,34879,57788,59978,102724,125503,193370,249438,612569
35195,35429,57219,72260,99156,123780,212597,222545,553745
29694,34859,58973,60879,98529,132861,198003,265727,496998
29384,34537,56585,60421,99026,123175,206667,345436,446779
29655,34510,57685,60773,97269,114467,181957,330863,506647
29511,36276,67389,62334,97061,124477,217412,316427,511908
29507,35162,56288,70675,100585,107148,194904,352651,589165
29482,35132,56878,61230,98201,125140,186668,331233,540267
30555,35147,58843,68391,98584,124143,189594,325142,466590
29181,36172,56668,67358,103467,128079,185962,327471,463901
29511,35154,58864,61245,98296,95131,181760,342366,446599
29785,35067,58218,61897,114638,118522,184184,347529,595994
29258,35160,57202,72088,96493,92468,186837,348267,544026
29448,35592,57364,93560,114721,106594,172592,463520,513806
34084,35301,58034,65697,96027,105505,211829,238118,499120
29966,34744,57490,62456,97041,93889,183449,216978,520793
29617,35131,57673,67193,98112,106326,173715,263940,462158
29520,36029,56902,62311,86020,105267,185916,263186,624174
29410,34832,57385,67797,96683,107498,184031,336782,562937
29491,35282,57715,65401,99786,107497,193631,335878,519124
29229,35336,58222,79071,113992,93470,358146,322819,475846
30074,40335,58576,59999,101649,96628,157460,331355,459225
29665,35417,67015,71898,97501,106574,157159,351354,483368
29771,35211,56765,74300,103931,98132,151769,330925,633718
29175,35184,58651,65853,105371,107251,182718,333191,538555
29682,35050,57784,60752,84269,106437,157465,319197,468150
29372,36712,58562,61762,98871,108271,169812,319484,488974
29356,35205,56499,62640,92215,106461,152851,333885,456634
30945,34566,58892,60839,94904,106354,156530,429390,477440
29984,35257,56913,66525,96710,108345,147212,241074,595769
29383,35218,59148,72290,105243,106274,142158,223124,568129
29763,35193,58531,70670,96808,108831,146011,285084,468668
29523,34854,59095,65801,85128,106224,160836,288369,462346
29526,35264,57785,61054,96321,106604,143922,302363,533478
31361,35896,57108,71162,99418,103086,149945,393542,469602
29904,35099,56446,66276,99567,105288,135390,340329,550780
29819,35116,58443,62257,96145,108173,149041,338556,506431
29381,35120,55940,64479,96821,110145,137964,354431,502114
29303,35718,56917,60751,92490,106509,138730,367909,461845
29080,35296,64460,65423,95243,102862,146099,331398,490416
29221,35714,57500,63702,94244,104440,158986,324623,469693
30331,35546,57480,66914,97243,106147,155667,346700,615319
29043,36470,56461,66299,98246,123433,148806,333992,523587
28972,35266,56923,61815,97516,123510,157298,323871,535954
28803,35320,55297,64777,103215,130025,160460,440313,529273
28850,34762,59019,60702,95697,112237,150112,257838,510497
29055,39990,58287,64872,97619,123187,166008,226478,556317
34704,35993,57953,60270,98228,124043,147631,280612,639938
29223,35310,57749,72610,100926,131017,221353,369212,577276
29009,34943,58071,61444,97737,124870,169659,323784,466869
29139,34852,57577,66109,106422,113072,217668,327794,477434
29003,35694,58300,62192,107240,131961,192004,346571,465664
29162,34908,57753,65667,96430,127883,198119,325342,624133
29335,35058,57218,65828,97086,98979,192428,325861,552760
29902,35243,57503,59216,97795,111253,196438,335600,504655
29167,35810,58357,75063,98600,104918,186574,333112,538772
29041,35175,62361,60985,99599,131503,182942,320399,530791
29050,35978,58314,65463,96803,107334,222727,328367,504849
28906,34968,56928,60783,122081,104771,181790,422370,586200
29463,36395,57197,65849,100442,109184,170249,244188,552565
28804,35315,56489,64984,96332,104630,224206,214554,528263
30011,35022,58422,60088,116170,106583,200800,281612,525745
30465,34864,56387,72304,101681,105960,270030,286803,556586
29513,35762,59074,66149,97766,107474,195615,323748,522854
29521,35353,56933,65443,96645,125847,212000,343218,576187
29733,34771,57667,62094,99436,113469,209581,337469,539811
29435,34924,57571,62432,105070,126875,214698,328142,547730
30157,36117,57965,66463,103973,125644,229579,336296,532895
29188,35261,56565,66178,98485,123193,183616,322335,557340
29341,34766,59212,71267,95996,112874,195544,329852,498359
29955,34712,56004,68415,102239,118021,184090,337500,581333
29574,39748,58172,60541,96475,109836,183500,329991,546533
29229,35456,57371,64759,97294,120708,184900,327953,522437
29115,34716,56909,64855,98555,108782,194505,416166,526014
29929,35085,56390,61970,99274,110786,202301,243947,547426
29194,34964,66428,61979,98439,125195,190475,224523,516139
29081,35600,55428,76188,98828,132929,182049,273183,580176
29741,35187,57064,68077,95407,122575,192774,393976,522597
29188,35413,56136,65218,96679,110679,188163,294174,479626
28930,35128,57582,62541,96203,111072,196683,321700,484950
30098,35102,58170,64740,97742,123524,189285,323124,529594
29273,34944,58338,65126,98049,124960,200259,323050,548107
29542,34948,57648,66296,94894,128653,184907,342306,595477
29208,34638,59237,60778,97666,109310,207110,321584,547491
29293,35466,56243,60974,96904,110168,196902,327282,472904
28980,34797,58484,60760,101517,124740,322434,321893,485614
29255,35049,58135,66671,96100,110032,163775,319508,449427
30244,34428,58414,65668,97385,120975,157973,327435,444358
29630,35898,56862,72403,102144,131649,159514,345991,596685
29283,34857,57765,81109,98066,110831,165427,394135,566206
29082,35131,56811,60733,96665,123578,157923,244390,480787
28961,34818,56375,61330,97310,111812,153242,214050,555443
29076,35940,64949,66576,99258,125877,136901,263045,491545
34056,34733,57313,74847,98072,115786,144113,357164,591917
29362,34893,57743,60586,95755,113668,137727,382098,575127
29083,34668,58640,66749,91191,128060,142661,339986,520792
28727,34366,56974,70226,99693,111394,142190,318763,501613
28623,35261,57186,61794,92306,111215,144035,342932,543929
29110,34770,55974,60112,98490,123480,144193,323735,513468
28682,34842,57611,65603,98451,124439,145924,336802,567073
29712,34445,58319,61629,97658,113639,141891,319614,522007
29433,35375,57838,64256,86983,109360,144090,363525,446212
29021,34596,57105,60282,96622,116112,133421,317426,523172
28933,35038,57455,62685,97221,111369,143645,440742,484258
29089,34841,59489,65603,96576,128341,132597,255244,522440
28699,35716,57971,67056,98144,129893,150321,212293,616455
28848,34453,59982,64939,102604,124604,157344,265232,529601
29944,34858,56712,69160,100292,124921,155782,272814,520129
29406,34617,56979,70962,97659,112535,149935,329193,479881
29495,35826,66516,64907,88832,125298,165464,327433,486003
29043,35519,57211,67398,96738,126694,183844,326230,483218
29502,34340,58283,72983,82009,126053,161989,352531,598027
29736,34561,57721,60789,97159,118305,177052,367432,611725
30146,36192,57058,65850,103714,112768,234008,314543,561263
28998,34890,56494,66608,97227,110728,164262,348194,502400
29226,34476,58394,58035,96718,106547,176659,325260,540000
29377,34526,57230,59679,97478,107190,215401,313984,570312
29491,41017,58716,69548,118624,107155,168222,341444,614958
29223,35253,56836,66697,96653,106489,185251,436215,536123
29102,34865,57764,70766,98661,119357,181396,248293,546314
29896,34789,57496,66480,98700,105629,184979,224876,531508
29414,35077,57771,61056,107038,106148,167028,269543,515512
29204,36052,55708,75351,98986,106807,182908,272976,560791
29441,34956,58918,62204,96824,108486,158582,342639,621729
29175,34915,57348,73592,97193,116188,183233,315609,558111
29054,34873,58438,67573,97413,104629,170801,324277,515897
34889,35693,63642,65344,98543,106033,201929,315352,460871
29552,34966,57637,67033,98270,107129,197529,324711,464638
29537,35089,57533,65279,114461,107008,181773,335621,473705
29016,34592,56655,65342,99746,106407,188361,315469,582379
28914,34916,63329,64223,98560,105460,187556,349915,578930
29201,35407,64814,68762,97898,105407,190386,317531,538737
29055,34695,65200,66847,104594,108458,183282,326797,464731
30078,35349,75996,65085,98802,121558,184170,315212,506365
29584,35625,55896,61170,99095,122193,183327,406011,626148
29313,35018,57021,60136,97807,105035,201975,248105,562403
29311,35125,55642,65678,101121,106304,187797,248622,484011
29345,34864,57921,66023,89018,106203,187659,279190,481531
29111,35848,54627,65351,100278,106887,175265,351308,463550
29074,34618,57941,61052,96847,109105,183752,329277,461419
30311,34876,54990,64858,105173,105727,189086,350842,616427
30072,34374,58174,64993,122650,119416,183695,330156,562131
29617,42803,54989,66139,106041,103745,170017,337383,560212
29248,35872,56612,60417,104683,107077,180247,340887,547959
29389,35070,55112,73404,108132,107715,190242,347334,525117
29014,35285,57547,60324,99750,108517,185179,319560,492281
30426,35467,54783,65642,99061,104050,186555,318760,607678
29473,36174,56210,73309,99234,105999,190892,326558,542821
29344,35140,58402,59761,97003,104573,184394,420275,491224
29739,35382,57573,64498,96120,109134,187846,255446,493192
29439,35058,57255,67028,97219,106541,236213,215378,459276
29318,36083,57900,74715,99535,109271,170238,271403,491269
29287,35519,57275,75547,98242,106677,155127,245595,600012
30501,35167,57972,65907,96946,106725,155654,317637,573212
29426,34929,63789,75690,82801,123631,158788,326848,496298
29093,36315,56043,61591,97790,106722,152125,319202,478157
29357,35355,65813,66209,97861,106209,159527,343274,443864
29395,35007,56632,67469,96238,106549,153819,366038,437980
29345,35318,55300,60665,97511,120013,155433,334533,603619
30410,35862,56051,67909,105552,109740,152992,338171,555425
29297,35269,56237,61499,97596,106574,146525,318484,497691
29157,35280,57251,74652,98112,104245,154517,328752,479683
29279,34897,56446,66069,98491,105712,145201,322051,462334
29219,35897,56492,64823,118808,104806,143437,411040,467473
29412,35272,54890,60346,98862,118817,151153,248062,626515
29078,34837,56606,60609,98143,263452,141992,233154,574222
29884,35064,56667,64790,98006,134497,143684,372072,501168
29274,41187,55962,61036,97734,120333,138494,303505,483593
29113,35696,57747,61706,96771,120328,140546,302857,463022
29099,35805,56421,65224,97619,121516,138603,322331,489510
29462,35129,56664,64301,97468,116902,144992,332525,617969
28925,34469,56585,60808,101324,104531,142374,318879,555453
34408,35829,56151,78336,96835,120485,149387,318607,472475
29968,35978,56125,66524,97510,105033,144640,318345,531845
29740,35195,57090,69306,98095,105127,160022,333456,573127
29343,35468,55768,65827,99861,120978,163006,316811,577615
29603,36438,55347,66962,97003,117246,159794,314070,558142
29507,35624,56455,68526,104272,118425,164913,351474,511208
29106,35274,57234,72937,100936,107687,246891,322095,522019
30508,35237,56211,70759,96794,105561,165887,417053,533727
29517,35519,55554,61155,97974,106840,195027,242675,510599
29540,35404,56845,75102,103494,106820,211875,213620,582429
29562,35015,55219,73095,96694,107182,189820,292982,591512
29153,35654,55997,61395,97153,107396,184035,356380,514317
29259,36526,55246,67195,95377,105074,201046,321752,536937
29635,35596,55485,71657,91696,102875,170103,335706,567559
29565,34870,57061,70797,98973,108536,199689,317729,506087
29232,35418,55606,75759,96827,104558,172172,318525,566206
30115,35993,56264,75212,96465,118478,195221,323739,515967
29546,34871,62532,66218,101856,103475,183351,320386,486509
29560,35005,56273,59921,98148,104916,187300,327869,554387
29320,34739,63648,62520,97386,117815,192088,316660,542961
30304,36115,57327,62240,100091,109660,170076,342911,560580
29348,35175,56619,60691,117299,104743,171280,424795,592287
29617,34790,57215,65266,96960,123458,182257,247737,517397
29634,34682,56202,81082,96193,106441,189204,209808,530158
29484,40377,57203,65245,96868,107973,169285,282228,522685
28782,35700,56698,65967,102279,106403,193405,264169,508598
29429,35224,56691,66369,103140,105052,173621,325562,552382
30150,35166,55101,60073,90370,1215825,185585,352860,624587
29355,35121,57024,65723,99159,125660,181976,327086,547197
29150,36367,58104,71466,102765,107614,187024,344866,496031
28974,35053,58017,61175,99061,107745,183835,329441,492917
29126,34590,58979,62002,104550,106480,236719,341753,461860
28724,34937,56192,67308,97816,103724,193269,330394,514135
30445,36082,58835,60749,96236,106004,186436,326184,580832
29748,35277,59144,66097,98292,106625,191331,345680,519061
29412,35402,58331,67534,96563,105320,180907,334805,560999
29442,35207,59142,61530,96425,106466,170038,440325,568651
29268,35638,59507,69276,96873,107791,183898,255453,519038
29185,35103,55899,64752,95202,104800,215500,213405,531110
29299,35034,57001,65649,97950,324733,196143,269543,565138
30260,35022,65447,61341,91137,130422,187037,262197,526376
29393,35995,58298,75152,96964,123503,183010,284572,519027
29296,35796,57089,65629,101412,117511,191096,264851,550020
29169,34917,58063,67535,97654,119531,251905,343236,524835
29042,35251,56872,71217,100240,125154,170546,334341,610561
29110,35811,58223,65567,96961,116777,170332,322328,552681
34091,34833,59026,60926,89530,123311,153985,322939,528697
29415,35120,56630,66554,98640,122148,164305,330212,508363
29403,34858,57511,62034,101110,120138,154170,337099,502151
29157,40293,57591,75303,99648,132414,154885,326603,473566
29115,35192,56587,61392,104710,122787,147329,325137,597602
29493,35357,56250,80809,96853,122670,144989,317136,515628
29293,35077,56834,60609,98128,123422,149474,411516,535172
29992,34586,56669,67436,95471,122232,153304,240424,485915
28784,35879,56516,72960,95487,120761,157249,211786,462905
28985,34639,56651,65421,96952,118853,137617,260260,466378
28715,35053,57045,60022,91486,117109,146504,376701,571179
29144,35113,56526,67388,97833,119183,152592,280145,525608
29516,35925,56277,66416,114828,117571,145932,338548,530525
29193,34900,60666,65918,99484,103624,138606,330249,549885
30299,35104,56444,72955,118817,101853,131291,326443,519740
29560,35362,59133,71203,97108,116783,134285,335449,554234
29197,36076,55563,64213,101973,106894,131528,317961,626251
28978,35808,56478,59801,99752,110447,147939,353326,556923
29110,35275,57641,59747,99305,127419,163517,366727,506969
29693,35184,58099,60440,97489,124161,169340,348934,537402
30722,36242,57084,62606,85827,98121,163548,423965,496592
29647,35140,58707,65252,107096,106027,148709,242359,540053
29150,35248,55663,62129,117180,99530,161999,216814,582847
28910,35106,57676,61061,96871,152169,154826,291638,510408
29319,36285,56164,61374,96589,105690,158584,256752,523273
29314,34997,58057,62160,101967,123248,193434,339102,485827
29570,34938,58072,62306,102140,122412,144450,346623,463592
29962,34900,56675,64296,97339,117180,167871,325747,492814
29321,40687,56987,65531,99779,119167,169439,322824,589869
29087,35443,57526,74973,97642,114491,175276,315212,550224
29162,35122,65589,61446,97924,102810,188799,322755,485709
29323,35007,55704,60589,97842,99333,183028,342004,466610
29342,34926,66278,71680,99634,121361,202704,337939,456497
35268,36117,57693,66236,93286,90409,167862,333274,498470
29382,35186,58305,65687,96936,103066,192501,353612,617319
29399,35121,57256,65021,96790,102079,220556,417167,584604
29393,35021,59189,59637,95511,120167,182525,249779,491736
29328,36057,57513,67250,96011,122998,169092,209563,450311
29170,35541,57399,76866,80943,119847,194556,280589,498852
29149,34874,57250,64742,99681,106384,185072,268061,599784
29838,34902,57283,61302,96910,101186,220861,279593,543820
29058,35935,57687,61490,97615,104453,223864,292164,518462
29279,35289,57419,64983,102054,119468,227374,386167,469046
29188,35015,58792,65651,106094,122943,209519,326258,478163
28814,34847,57632,71055,96418,121523,195917,322127,457279
29598,35967,57123,72617,95796,122304,209027,322380,585883
28665,34895,58148,64685,104465,123792,216847,310577,524183
30312,35239,65232,64859,114071,120186,187855,337878,508454
29522,34842,56668,64613,95137,116261,214609,303019,487975
29165,35793,58315,65154,98801,106703,200256,304725,452668
29336,35162,67059,60979,97095,119879,198105,319463,497103
29816,34714,75195,61715,104708,121250,211152,461570,591981
29517,34792,162726,66416,97411,123475,194794,244238,546317
30006,40612,107182,66550,97854,107816,220643,224156,504006
29373,35538,61471,76731,98334,114095,198647,267945,477138
29135,35196,78275,67261,104373,124605,215221,329045,473199
29010,35054,66736,61011,96771,108685,195667,326887,480479
29656,34774,58376,71779,97451,121380,216965,345497,630827
29532,35637,107949,72306,99468,125984,199274,335860,556362
29082,35329,65482,74863,103203,104753,195624,347995,519345
30219,35203,58944,67357,99151,128049,216864,339851,477525
